"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2352543","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","DN757_14305","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2W6NHD1","EMBL-CDS:PZT55035.1","Bacillales","Paenibacillus silvae.","False","None","None","PF07470","Firmicutes","false","392","BLASTHIT","A0A2W6NHD1","Paenibacillus silvae","None","Bacteria","NA","1325358","TrEMBL"
"2352544","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","None","Paenibacillaceae","JCM10914_1532","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","V9G6E3","EMBL-CDS:GAE05433.1","Bacillales","Paenibacillus sp. JCM 10914.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","V9G6E3","Paenibacillus sp. JCM 10914","None","Bacteria","NA","1236974","TrEMBL"
"2352545","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","R50912_26525","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","paeq:R50912_26525","NA","A0A089K4B9","GI:754879374|GI:686532493|EMBL-CDS:AIQ43192.1|REFSEQ:WP_042238752.1","Bacillales","Paenibacillus sp. FSL R5-0912.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A089K4B9","Paenibacillus sp. FSL R5-0912","None","Bacteria","NA","1536771","TrEMBL"
"2352546","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Carnobacteriaceae","SAMN04488013_11168","Marinilactibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G6QEM5","EMBL-CDS:SDC90136.1","Lactobacillales","Marinilactibacillus psychrotolerans.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A1G6QEM5","Marinilactibacillus psychrotolerans","None","Bacteria","NA","191770","TrEMBL"
"2352547","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","CEW81_11660","Kluyvera","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","kgo:CEW81_11660","NA","A0A248KJA0","GI:1213456961|EMBL-CDS:ASG63366.1","Enterobacterales","Kluyvera georgiana.","False","None","None","PF07470","Proteobacteria","false","362","BLASTHIT","A0A248KJA0","Kluyvera georgiana","None","Bacteria","NA","73098","TrEMBL"
"2352548","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","D3P08_04970","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3A1VF07","EMBL-CDS:RIX59498.1","Bacillales","Paenibacillus nanensis.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A3A1VF07","Paenibacillus nanensis","None","Bacteria","NA","393251","TrEMBL"
"2352549","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","Halorubraceae","C469_10271","Halorubrum","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","M0NSV0","GI:495281524|GI:445809660|EMBL-CDS:EMA59700.1|REFSEQ:WP_008006278.1","Haloferacales","Halorubrum lipolyticum DSM 21995.","False","fig|1227482.3.peg.2071","None","PF07470","Euryarchaeota","false","402","BLASTHIT","M0NSV0","Halorubrum lipolyticum DSM 21995","None","Archaea","NA","1227482","TrEMBL"
"2352550","None","None","Bacilli","Glucuronyl hydrolase ","None","Bacillaceae","A7975_10100","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1B8W9B4","GI:1043542169|GI:1043021276|EMBL-CDS:OBZ13214.1|REFSEQ:WP_065385411.1","Bacillales","Bacillus sp. FJAT-26390.","False","None","None","PF07470","Firmicutes","false","373","BLASTHIT","A0A1B8W9B4","Bacillus sp. FJAT-26390","None","Bacteria","NA","1743142","TrEMBL"
"2352551","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","Halococcaceae","D3261_07225","Halococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3A5JHF2","EMBL-CDS:RJT05459.1","Halobacteriales","Halococcus sp. IIIV-5B.","False","None","None","PF07470","Euryarchaeota","false","402","BLASTHIT","A0A3A5JHF2","Halococcus sp. IIIV-5B","None","Archaea","NA","2321230","TrEMBL"
"2352552","None","GH88","Bacilli","Glycosyl hydrolase family 88 ","None","Paenibacillaceae","GYMC10_2465","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","gym:GYMC10_2465","NA","D3E9T6","GI:506214977|GI:261282772|EMBL-CDS:ACX64743.1|REFSEQ:WP_015734752.1","Bacillales","Geobacillus sp.  (strain Y412MC10)","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","D3E9T6","Paenibacillus sp. Y412MC10","481743.GYMC10_2465","Bacteria","NA","481743","TrEMBL"
"2352553","None","None","Bacilli","Glycosyl hydrolase family 88 ","None","Paenibacillaceae","PaelaDRAFT_0351","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","G4H8P0","GI:353202776|GI:494206332|EMBL-CDS:EHB68225.1|REFSEQ:WP_007127527.1","Bacillales","Paenibacillus lactis 154.","False","fig|743719.3.peg.368","None","PF07470","Firmicutes","false","378","BLASTHIT","G4H8P0","Paenibacillus lactis 154","None","Bacteria","NA","743719","TrEMBL"
"2352554","None","None","Bacilli","Glucuronyl hydrolase ","None","Carnobacteriaceae","BKP56_10780","Marinilactibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","marr:BKP56_10780","NA","A0A1L4C0V6","GI:1119801163|GI:1112929799|EMBL-CDS:API89713.1|REFSEQ:WP_072695094.1","Lactobacillales","Marinilactibacillus sp. 15R.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A1L4C0V6","Marinilactibacillus sp. 15R","None","Bacteria","NA","1911586","TrEMBL"
"2352555","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","AK95_15845","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1S2EVA9","GI:1098483596|GI:1096124094|EMBL-CDS:OIA98637.1|REFSEQ:WP_071224127.1","Bacillales","Paenibacillus sp. LC231.","False","None","None","PF07470","Firmicutes","false","373","BLASTHIT","A0A1S2EVA9","Paenibacillus sp. LC231","None","Bacteria","NA","1120679","TrEMBL"
"2352556","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","NA","BRC95_11485","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2R6ICR8","EMBL-CDS:PSQ01994.1","Halobacteriales","Halobacteriales archaeon QS_5_68_33.","False","None","None","PF07470","Euryarchaeota","false","401","BLASTHIT","A0A2R6ICR8","Halobacteriales archaeon QS_5_68_33","None","Archaea","NA","1919179","TrEMBL"
"2352557","None","GH88","Bacilli","Glycosyl hydrolase family 88 ","None","Paenibacillaceae","Pjdr2_0649","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pjd:Pjdr2_0649","NA","C6CRB4","GI:247542310|EMBL-CDS:ACS99328.1","Bacillales","Paenibacillus sp.  (strain JDR-2)","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","C6CRB4","Paenibacillus sp. JDR-2","324057.Pjdr2_0649","Bacteria","NA","324057","TrEMBL"
"2352558","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","AM231_07335","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0M1P3E0","GI:935452016|GI:924323041|EMBL-CDS:KOR88998.1|REFSEQ:WP_054402008.1","Bacillales","Paenibacillus solani.","False","fig|1705565.3.peg.3385","None","PF07470","Firmicutes","false","380","BLASTHIT","A0A0M1P3E0","Paenibacillus solani","None","Bacteria","NA","1705565","TrEMBL"
"2352559","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","CPZ30_04520","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2A5LRG5","EMBL-CDS:PCL94964.1","Bacillales","Paenibacillus lautus ","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A2A5LRG5","Paenibacillus lautus","None","Bacteria","NA","1401","TrEMBL"
"2352560","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.- {ECO:0000313|EMBL:EGG38491.1}","Paenibacillaceae","HMPREF9412_0647","Paenibacillus","0016798 hydrolase activity  acting on glycosyl bonds","Gastrointestinal tract","Aerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","F3M2D3","GI:328942220|GI:497275214|EMBL-CDS:EGG38491.1|REFSEQ:WP_009589431.1","Bacillales","Paenibacillus sp. HGF5.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","F3M2D3","Paenibacillus sp. HGF5","None","Bacteria","NA","908341","TrEMBL"
"2352561","None","None","Bacilli","Unsaturated glucuronyl hydrolase Ugl ","3.2.1.- {ECO:0000313|EMBL:EJW15918.1}","Paenibacillaceae","PAV_7c03000","Paenibacillus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","K5A6D5","GI:402505392|GI:491697965|EMBL-CDS:EJW15918.1|REFSEQ:WP_005550218.1","Bacillales","Paenibacillus alvei  (strain ATCC 6344 / DSM 29 / NBRC 3343 / NCIMB9371 / NCTC 6352)","False","fig|1206781.3.peg.5005","None","PF07470","Firmicutes","false","371","BLASTHIT","K5A6D5","Paenibacillus alvei DSM 29","None","Bacteria","NA","1206781","TrEMBL"
"2352562","None","None","Halobacteria","CDP-paratose 2-epimerase protein ","5.1.3.10 {ECO:0000313|EMBL:ERJ05611.1}","Haloarculaceae","HLRTI_002421","Halorhabdus","0047732 CDP-abequose epimerase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","U2E0R7","GI:543099818|EMBL-CDS:ERJ05611.1","Halobacteriales","Halorhabdus tiamatea SARL4B.","False","fig|1033806.13.peg.2132","None","PF07470","Euryarchaeota","false","411","BLASTHIT","U2E0R7","Halorhabdus tiamatea SARL4B","None","Archaea","NA","1033806","TrEMBL"
"2352563","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Paenibacillaceae","SAMN05216378_0328","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1I1T2J6","EMBL-CDS:SFD52862.1","Bacillales","Paenibacillus catalpae.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","A0A1I1T2J6","Paenibacillus catalpae","None","Bacteria","NA","1045775","TrEMBL"
"2352564","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BK146_22305","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R1G4F5","GI:1133301783|GI:1133696043|EMBL-CDS:OMF90189.1|REFSEQ:WP_076081691.1","Bacillales","Paenibacillus sp. FSL R7-0333.","False","None","None","PF07470","Firmicutes","false","382","BLASTHIT","A0A1R1G4F5","Paenibacillus sp. FSL R7-0333","None","Bacteria","NA","1926587","TrEMBL"
"2352565","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","NA","BRC74_04985","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2R6EDD0","EMBL-CDS:PSP53159.1","Halobacteriales","Halobacteriales archaeon QH_7_68_42.","False","None","None","PF07470","Euryarchaeota","false","403","BLASTHIT","A0A2R6EDD0","Halobacteriales archaeon QH_7_68_42","None","Archaea","NA","1919160","TrEMBL"
"2352566","None","GH88","Bacilli","Glycosyl hydrolase family 88 ","None","Paenibacillaceae","Pjdr2_2582","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pjd:Pjdr2_2582","NA","C6CUN2","GI:247544217|EMBL-CDS:ACT01236.1","Bacillales","Paenibacillus sp.  (strain JDR-2)","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","C6CUN2","Paenibacillus sp. JDR-2","324057.Pjdr2_2582","Bacteria","NA","324057","TrEMBL"
"2352567","None","None","Halobacteria","Unsaturated glucuronyl hydrolase| family GH88 ","3.2.1.- {ECO:0000313|EMBL:CCQ34996.1}","Haloarculaceae","HTIA_p2894","Halorhabdus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","hti:HTIA_p2894","NA","F7PHK6","GI:528527708|EMBL-CDS:CCQ34996.1","Halobacteriales","Halorhabdus tiamatea SARL4B.","False","fig|1033806.12.peg.2883","None","PF07470","Euryarchaeota","false","392","BLASTHIT","F7PHK6","Halorhabdus tiamatea SARL4B","1033806.HLRTI_04682","Archaea","NA","1033806","TrEMBL"
"2352568","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","AZ66_25320","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0D7KJI7","GI:764417714|GI:763820741|EMBL-CDS:KJB85325.1|REFSEQ:WP_044357181.1","Bacillales","Paenibacillus sp. E194.","False","fig|1458845.5.peg.5416","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A0D7KJI7","Paenibacillus sp. E194","None","Bacteria","NA","1458845","TrEMBL"
"2352569","None","None","Bacilli","Glucuronyl hydrolase ","None","Bacillaceae","AMS62_28445","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0M0W475","GI:923175791|GI:924370722|EMBL-CDS:KOP68730.1|REFSEQ:WP_053493759.1","Bacillales","Bacillus sp. FJAT-18019.","False","fig|1705110.3.peg.6193","None","PF07470","Firmicutes","false","380","BLASTHIT","A0A0M0W475","Bacillus sp. FJAT-18019","None","Bacteria","NA","1705110","TrEMBL"
"2352570","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Paenibacillaceae","SAMN04488689_102662","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G7FXZ7","EMBL-CDS:SDE80739.1","Bacillales","Paenibacillus sp. cl6col.","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A1G7FXZ7","Paenibacillus sp. cl6col","None","Bacteria","NA","1761878","TrEMBL"
"2352571","None","None","Bacilli","Ugl ","None","Paenibacillaceae","PAALTS15_18293","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","S9SIY3","GI:544845682|GI:528195548|EMBL-CDS:EPY05777.1|REFSEQ:WP_021260939.1","Bacillales","Paenibacillus alvei TS-15.","False","fig|1117108.3.peg.3762","None","PF07470","Firmicutes","false","371","BLASTHIT","S9SIY3","Paenibacillus alvei TS-15","None","Bacteria","NA","1117108","TrEMBL"
"2352572","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BBG47_25245","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1B8UKB7","GI:1042844294|GI:1042724168|EMBL-CDS:OBY76767.1|REFSEQ:WP_065294040.1","Bacillales","Paenibacillus sp. KS1.","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A1B8UKB7","Paenibacillus sp. KS1","None","Bacteria","NA","1849249","TrEMBL"
"2352573","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Paenibacillaceae","SAMN05216191_11544","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G9USD5","GI:985072963|GI:1011678395|EMBL-CDS:SDM62828.1|REFSEQ:WP_062525343.1","Bacillales","Paenibacillus jilunlii.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A1G9USD5","Paenibacillus jilunlii","None","Bacteria","NA","682956","TrEMBL"
"2352574","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Paenibacillaceae","SAMN04488688_108137","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1H7VAW4","EMBL-CDS:SEM06190.1","Bacillales","Paenibacillus sp. cl141a.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A1H7VAW4","Paenibacillus sp. cl141a","None","Bacteria","NA","1761877","TrEMBL"
"2352575","None","None","Clostridia","Unsaturated chondroitin disaccharide hydrolase ","None","Clostridiaceae","SAMN05444401_2443","Clostridium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1M6HAB0","GI:1120136688|EMBL-CDS:SHJ19148.1|REFSEQ:WP_073006864.1","Clostridiales","Clostridium amylolyticum.","False","None","None","PF07470","Firmicutes","false","365","BLASTHIT","A0A1M6HAB0","Clostridium amylolyticum","None","Bacteria","NA","1121298","TrEMBL"
"2352576","None","None","Bacilli","Glycoside hydrolase family protein ","None","Paenibacillaceae","C162_01694","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","W4CLI8","GI:573557642|GI:738799452|EMBL-CDS:ETT56372.1|REFSEQ:WP_036690569.1","Bacillales","Paenibacillus sp. FSL R7-269.","False","fig|1226755.4.peg.337","None","PF07470","Firmicutes","false","384","BLASTHIT","W4CLI8","Paenibacillus sp. FSL R7-269","None","Bacteria","NA","1226755","TrEMBL"
"2352577","None","None","Actinobacteria","Glucuronyl hydrolase ","None","Microbacteriaceae","ASF42_02870","Rathayibacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0Q5B0D8","GI:944952305|GI:947372113|EMBL-CDS:KQQ05533.1|REFSEQ:WP_056038212.1","Micrococcales","Rathayibacter sp. Leaf294.","False","None","None","PF07470","Actinobacteria","false","401","BLASTHIT","A0A0Q5B0D8","Rathayibacter sp. Leaf294","None","Bacteria","NA","1736326","TrEMBL"
"2352578","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","AMQ84_05710","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A132U7Z4","GI:985080577|GI:985638799|EMBL-CDS:KWX79764.1","Bacillales","Paenibacillus riograndensis.","False","fig|483937.3.peg.4625","None","PF07470","Firmicutes","false","381","BLASTHIT","A0A132U7Z4","Paenibacillus riograndensis","None","Bacteria","NA","483937","TrEMBL"
"2352579","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SYX84185.1}","Paenibacillaceae","PBLR_12607","Paenibacillus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A383RAP1","EMBL-CDS:SYX84185.1","Bacillales","Paenibacillus alvei ","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A383RAP1","Paenibacillus alvei","None","Bacteria","NA","44250","TrEMBL"
"2352580","None","None","Bacilli","Glycoside hydrolase family protein ","None","Paenibacillaceae","C173_30206","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","W4CSG3","GI:573560345|GI:738842812|EMBL-CDS:ETT59030.1|REFSEQ:WP_036732386.1","Bacillales","Paenibacillus sp. FSL R7-277.","False","fig|1227352.4.peg.6049","None","PF07470","Firmicutes","false","380","BLASTHIT","W4CSG3","Paenibacillus sp. FSL R7-277","None","Bacteria","NA","1227352","TrEMBL"
"2352581","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:CQR54208.1}","Paenibacillaceae","PRIO_1798","Paenibacillus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","pri:PRIO_1798","NA","A0A0E3WGV7","GI:806911600|EMBL-CDS:CQR54208.1","Bacillales","Paenibacillus riograndensis SBR5.","False","fig|1073571.4.peg.1887","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A0E3WGV7","Paenibacillus riograndensis SBR5","None","Bacteria","NA","1073571","TrEMBL"
"2352582","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","D5F53_17345","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","plw:D5F53_17345","NA","A0A385TQU6","GI:1481144218|EMBL-CDS:AYB44932.1","Bacillales","Paenibacillus lautus ","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A385TQU6","Paenibacillus lautus","None","Bacteria","NA","1401","TrEMBL"
"2352583","None","None","Clostridia","Uncharacterized protein ","None","Ruminococcaceae","HMPREF1032_03854","Subdoligranulum","0003824 catalytic activity","Gastrointestinal tract","Anaerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","G9RUA3","GI:496682019|GI:363617438|EMBL-CDS:EHL68827.1","Clostridiales","Subdoligranulum sp. 4_3_54A2FAA.","False","fig|665956.3.peg.2366","None","PF07470","Firmicutes","false","399","BLASTHIT","G9RUA3","Subdoligranulum sp. 4_3_54A2FAA","None","Bacteria","NA","665956","TrEMBL"
"2352584","None","None","Bacilli","Unsaturated glucuronyl hydrolase Ugl ","None","Paenibacillaceae","PBN151_3088","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1E1VNL0","GI:1119838006|EMBL-CDS:GAV13155.1|REFSEQ:WP_072729614.1","Bacillales","Paenibacillus sp. NAIST15-1.","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A1E1VNL0","Paenibacillus sp. NAIST15-1","None","Bacteria","NA","1605994","TrEMBL"
"2352585","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BK120_29625","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R0ZSB8","GI:1133896966|GI:1133186077|EMBL-CDS:OME76144.1|REFSEQ:WP_076271110.1","Bacillales","Paenibacillus sp. FSL A5-0031.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","A0A1R0ZSB8","Paenibacillus sp. FSL A5-0031","None","Bacteria","NA","1920420","TrEMBL"
"2352586","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BK132_10775","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R1CZW4","GI:1133868507|GI:1133240195|EMBL-CDS:OMF29533.1|REFSEQ:WP_076243465.1","Bacillales","Paenibacillus sp. FSL H8-0259.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A1R1CZW4","Paenibacillus sp. FSL H8-0259","None","Bacteria","NA","1920423","TrEMBL"
"2352587","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BK147_32510","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R1FUW1","GI:1133296521|GI:1133781595|EMBL-CDS:OMF85009.1|REFSEQ:WP_076162234.1","Bacillales","Paenibacillus sp. FSL R7-0337.","False","None","None","PF07470","Firmicutes","false","384","BLASTHIT","A0A1R1FUW1","Paenibacillus sp. FSL R7-0337","None","Bacteria","NA","1926588","TrEMBL"
"2352588","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","NA","BRC78_02465","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2R6HMF0","EMBL-CDS:PSP93036.1","Halobacteriales","Halobacteriales archaeon QH_8_68_33.","False","None","None","PF07470","Euryarchaeota","false","403","BLASTHIT","A0A2R6HMF0","Halobacteriales archaeon QH_8_68_33","None","Archaea","NA","1919165","TrEMBL"
"2352589","None","None","Clostridia","Glucuronyl hydrolase ","None","Ruminococcaceae","DWW15_15390","Subdoligranulum","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3A6E824","EMBL-CDS:RJV95119.1","Clostridiales","Subdoligranulum sp. AF14-43.","False","None","None","PF07470","Firmicutes","false","405","BLASTHIT","A0A3A6E824","Subdoligranulum sp. AF14-43","None","Bacteria","NA","2302959","TrEMBL"
"2352590","None","GH88","Halobacteria","Glycosyl hydrolase family 88 ","None","Haloarculaceae","Hmuk_3416","Halomicrobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","hmu:Hmuk_3416","NA","C7P4S9","GI:257167808|GI:506244424|EMBL-CDS:ACV49500.1|REFSEQ:WP_015764199.1","Halobacteriales","Halomicrobium mukohataei  (strain ATCC 700874 / DSM 12286 / JCM 9738 /NCIMB 13541)","True","None","None","PF07470","Euryarchaeota","false","400","BLASTHIT","C7P4S9","Halomicrobium mukohataei DSM 12286","None","Archaea","NA","485914","TrEMBL"
"2352591","None","None","Betaproteobacteria","Glucuronyl hydrolase ","None","NA","C1O66_03170","Paucibacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2N8L3V7","EMBL-CDS:PND40389.1","Burkholderiales","Paucibacter aquatile.","False","None","None","PF07470","Proteobacteria","false","434","BLASTHIT","A0A2N8L3V7","Paucibacter aquatile","None","Bacteria","NA","2070761","TrEMBL"
"2352592","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","PGRAT_08485","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pgm:PGRAT_08485","NA","A0A089M809","GI:647255016|GI:686556969|EMBL-CDS:AIQ67663.1|REFSEQ:WP_025703889.1","Bacillales","Paenibacillus graminis.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A089M809","Paenibacillus graminis","None","Bacteria","NA","189425","TrEMBL"
"2352593","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","BK132_01535","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R1D645","GI:1133867375|GI:1133243623|EMBL-CDS:OMF32944.1|REFSEQ:WP_076242421.1","Bacillales","Paenibacillus sp. FSL H8-0259.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1R1D645","Paenibacillus sp. FSL H8-0259","None","Bacteria","NA","1920423","TrEMBL"
"2352594","None","GH88","Bacilli","Glycosyl hydrolase family 88 ","None","Sporolactobacillaceae","Bsel_0451","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","bse:Bsel_0451","NA","D6XXD2","GI:502936442|GI:297141232|EMBL-CDS:ADH97989.1|REFSEQ:WP_013171418.1","Bacillales","Bacillus selenitireducens  (strain ATCC 700615 / DSM 15326 / MLS10)","True","None","None","PF07470","Firmicutes","false","380","BLASTHIT","D6XXD2","[Bacillus] selenitireducens MLS10","439292.Bsel_0451","Bacteria","NA","439292","TrEMBL"
